0.99,0,0.5,1.5,0.5,0.8,-1.00684133,6.815385164,-6.71614296,-0.84418249,7,-6.89806953,0.602433724,0.401622488
0.98,0,0.5,1.5,0.5,0.8,-1.0116678,6.813723752,-6.71163073,-0.8487371,7,-6.89511592,0.604835723,0.403224147
1,0,0.5,1.5,0.5,0.8,-1.0020569,6.817003242,-6.72038182,-0.83969249,7,-6.90078486,0.600004661,0.400003119
1,0.02,0.5,1.5,0.5,0.8,-1.00132795,6.818687866,-6.72465185,-0.83859451,7,-6.90346352,0.599985184,0.399990031
1,0.01,0.5,1.5,0.5,0.8,-1.00171795,6.817859275,-6.72256875,-0.83915923,7,-6.90216377,0.60002109,0.400014749
1,0,0.5,1.5,0.48,0.8,-1.01267124,7.068906782,-6.97038182,-0.85616218,7.25,-7.148951,0.576912968,0.384608016
1,0,0.5,1.5,0.49,0.8,-1.00694909,6.940342,-6.8428308,-0.8475791,7.12244898,-7.02237919,0.58824204,0.392160932
1,0,0.5,1.5,0.5,0.8,-1.0020569,6.817003242,-6.72038182,-0.83969249,7,-6.90078486,0.600004661,0.400003119
1,0,0.5,1.5,0.51,0.8,-0.9980089166,6.698580754,-6.60273476,-0.8475791,6.882352941,-6.78387746,0.612241193,0.40816078
1,0,0.5,1.5,0.52,0.8,-0.99485775,6.584788674,-6.48961259,-0.8475791,6.769230769,-6.67138877,0.625021327,0.416680511
1,0,0.5,1.5,0.5,0.78,-1.09406843,6.803795318,-6.71917667,-0.9183071,7,-6.91294116,0.659999084,0.439999029
1,0,0.5,1.5,0.5,0.79,-1.0483878,6.810541862,-6.71978013,-0.87922597,7,-6.90671342,0.630029706,0.420019202
1,0,0.5,1.5,0.5,0.8,-1.0020569,6.817003242,-6.72038182,-0.83969249,7,-6.90078486,0.600004661,0.400003119
1,0,0.5,1.5,0.5,0.81,-0.95524902,6.823186789,-6.72098177,-0.87922597,7,-6.89514648,0.570005578,0.3800042
1,0,0.5,1.5,0.5,0.82,-0.90794152,6.829099686,-6.72157996,-0.87922597,7,-6.88978956,0.539998302,0.359998954
1,0,0.48,1.5,0.5,0.8,-0.97352595,6.885108666,-6.89381951,-0.87922597,7.166666667,-7.17573373,0.599992919,0.399995273
1,0,0.49,1.5,0.5,0.8,-0.98776872,6.849852475,-6.80537508,-0.87922597,7.081632653,-7.03565026,0.60000369,0.400002307
1,0,0.5,1.5,0.5,0.8,-1.0020569,6.817003242,-6.72038182,-0.83969249,7,-6.90078486,0.600004661,0.400003119
1,0,0.51,1.5,0.5,0.8,-1.01640557,6.786428643,-6.63863838,-0.84461001,6.921568627,-6.77083538,0.600003495,0.400002615
1,0,0.52,1.5,0.5,0.8,-1.03081904,6.758006642,-6.55995882,-0.84948221,6.846153846,-6.64552282,0.599997139,0.399997629
1,0,0.5,1.48,0.5,0.8,-1.00203721,6.909124907,-6.72038182,-0.82848021,7,-6.80877439,0.591993985,0.399996172
1,0,0.5,1.49,0.5,0.8,-1.00206406,6.862754941,-6.72038182,-0.83410066,7,-6.85477963,0.596007086,0.400004376
1,0,0.5,1.5,0.5,0.8,-1.0020569,6.817003242,-6.72038182,-0.83969249,7,-6.90078486,0.600004661,0.400003119
1,0,0.5,1.51,0.5,0.8,-1.00205909,6.771857525,-6.72038182,-0.8452924,7,-6.94679009,0.60400475,0.400002887
1,0,0.5,1.52,0.5,0.8,-1.00204392,6.727305831,-6.72038182,-0.85087727,7,-6.99279532,0.607997879,0.399998837
