0.99,0,1,3,0.5,0.8,-2.975006041,4.264255267,-4.385053407,-2.754380885,5,-5.141640371,1.204827666,0.401609143
0.98,0,1,3,0.5,0.8,-1.865292672,3.401780447,-4.579492823,-2.124622744,5,-6.731023496,1.20969824,0.403232914
1,0,1,3,0.5,0.8,-3.150088723,4.416666667,-4.375,-2.81894731,5,-4.952830189,1.200033948,0.400011388
1,0.02,1,3,0.5,0.8,-3.343253331,4.574876791,-4.366410586,-2.891105225,5,-4.772161946,1.199988905,0.399996986
1,0.01,1,3,0.5,0.8,-3.24058731,4.490777465,-4.370775336,-2.85341255,5,-4.866390475,1.199986697,0.399995489
1,0,1,3,0.5,0.8,-3.150088723,4.416666667,-4.375,-2.81894731,5,-4.952830189,1.200033948,0.400011388
1,0,1,3,0.51,0.8,-3.46055256,4.587497488,-4.284068627,-2.925960482,4.921568627,-4.596043444,1.224479765,0.408159969
1,0,1,3,0.52,0.8,-3.887516369,4.841976127,-4.196153846,-3.057873116,4.846153846,-4.199774341,1.250035274,0.416678307
1,0,1,3,0.49,0.8,-2.915531354,4.301226191,-4.469132653,-2.731352777,5.081632653,-5.280003751,1.176479543,0.392159673
1,0,1,3,0.5,0.78,-4.027664445,4.837606838,-4.358974359,-3.297645072,5,-4.505300353,1.319990267,0.439996413
1,0,1,3,0.5,0.79,-3.545997848,4.603375527,-4.367088608,-3.047723851,5,-4.74335472,1.25997284,0.419991257
1,0,1,3,0.5,0.8,-3.150088723,4.416666667,-4.375,-2.81894731,5,-4.952830189,1.200033948,0.400011388
1,0,1,3,0.5,0.81,-2.816099019,4.26449682,-4.382716049,-2.607333079,5,-5.13860865,1.140002275,0.380000921
1,0,1,3,0.5,0.82,-2.52880013,4.138211382,-4.390243902,-2.410391951,5,-5.304518664,1.080009113,0.360003352
1,0,0.98,3,0.5,0.8,-3.064958248,4.359385655,-4.415816327,-2.806572614,5.040816327,-5.106067872,1.200008153,0.400002502
1,0,0.99,3,0.5,0.8,-3.107267812,4.387804366,-4.39520202,-2.812761046,5.02020202,-5.02866587,1.200011268,0.400003555
1,0,1,3,0.5,0.8,-3.150088723,4.416666667,-4.375,-2.81894731,5,-4.952830189,1.200033948,0.400011388
1,0,1.01,3,0.5,0.8,-3.193115086,4.445970315,-4.35519802,-2.824856661,4.98019802,-4.878518527,1.2000115,0.400003961
1,0,1.02,3,0.5,0.8,-3.236527837,4.475713245,-4.335784314,-2.830652585,4.960784314,-4.805690095,1.199994966,0.399998463
1,0,1,2.98,0.5,0.8,-3.150024877,4.446308725,-4.375,-2.800097619,5,-4.919811321,1.192008925,0.400002755
1,0,1,2.99,0.5,0.8,-3.150004481,4.431438127,-4.375,-2.809475736,5,-4.936320755,1.196001109,0.400000081
1,0,1,3,0.5,0.8,-3.150088723,4.416666667,-4.375,-2.81894731,5,-4.952830189,1.200033948,0.400011388
1,0,1,3.01,0.5,0.8,-3.150008768,4.401993355,-4.375,-2.828272019,5,-4.969339623,1.20400342,0.40000117
1,0,1,3.02,0.5,0.8,-3.149972506,4.387417219,-4.375,-2.837635583,5,-4.985849057,1.207989827,0.399996811
